market_name,home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,match,margin
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Mats Zuccarello,2.5,2.5,Bet365,1.48,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.567567567567579
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.9,Bet365,1.82,Neds,Philadelphia Flyers v Edmonton Oilers,-7.576633892423357
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.9,Bet365,1.82,Neds,Pittsburgh Penguins v Washington Capitals,-7.576633892423357
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.82,Neds,1.9,Bet365,Detroit Red Wings v Minnesota Wild,-7.576633892423357
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.82,Neds,1.9,Neds,Vegas Golden Knights v Vancouver Canucks,-7.576633892423357
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Juraj Slafkovsky,1.5,1.97,Pinnacle,1.76,Bet365,Ottawa Senators v Montreal Canadiens,-7.579603137978763
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aaron Ekblad,1.5,1.476,Pinnacle,2.51,Pinnacle,Florida Panthers v Seattle Kraken,-7.591314956974271
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Travis Konecny,1.5,1.476,Pinnacle,2.51,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.591314956974271
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Morgan Geekie,2.5,2.43,Pinnacle,1.505,Pinnacle,Boston Bruins v Anaheim Ducks,-7.597446098738092
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Robert Thomas,2.5,2.43,Pinnacle,1.505,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.597446098738092
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Aliaksei Protas,1.5,1.68,Bet365,2.08,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.600732600732596
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Erik Karlsson,2.5,2.08,Pinnacle,1.68,Bet365,Pittsburgh Penguins v Washington Capitals,-7.600732600732596
Player Shots on Goal,New Jersey Devils,Dallas Stars,Matt Duchene,1.5,1.7,Neds,2.05,Pinnacle,New Jersey Devils v Dallas Stars,-7.604017216642767
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.7,Neds,2.05,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.604017216642767
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jack Hughes,3.5,2.05,Pinnacle,1.7,Neds,New Jersey Devils v Dallas Stars,-7.604017216642767
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alexis Lafreniere,1.5,1.609,Pinnacle,2.2,Neds,Buffalo Sabres v New York Rangers,-7.604949432171315
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.819,Pinnacle,1.9,Neds,Vegas Golden Knights v Vancouver Canucks,-7.60684007985879
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.751,Pinnacle,1.98,Neds,Buffalo Sabres v New York Rangers,-7.615273234919151
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Clayton Keller,2.5,1.87,Neds,1.847,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.617787480203475
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Charlie Coyle,1.5,1.847,Pinnacle,1.87,Neds,Boston Bruins v Anaheim Ducks,-7.617787480203475
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jack Eichel,2.5,1.52,Bet365,2.39,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.6304778683109475
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Troy Terry,1.5,1.52,Bet365,2.39,Pinnacle,Boston Bruins v Anaheim Ducks,-7.6304778683109475
Player Shots on Goal,Buffalo Sabres,New York Rangers,Artemi Panarin,3.5,2.39,Pinnacle,1.52,Bet365,Buffalo Sabres v New York Rangers,-7.6304778683109475
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Thomas Chabot,2.5,2.39,Pinnacle,1.52,Bet365,Ottawa Senators v Montreal Canadiens,-7.6304778683109475
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.11,Pinnacle,1.66,Bet365,Buffalo Sabres v New York Rangers,-7.634328784331634
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Barrett Hayton,1.5,1.735,Pinnacle,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.636887608069154
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.92,Neds,1.8,Bet365,New Jersey Devils v Dallas Stars,-7.638888888888884
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.666,Pinnacle,2.1,Neds,New Jersey Devils v Dallas Stars,-7.64305722288916
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Jackson LaCombe,1.5,1.75,Neds,1.98,Neds,Boston Bruins v Anaheim Ducks,-7.647907647907637
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jack Quinn,1.5,1.75,Neds,1.98,Neds,Buffalo Sabres v New York Rangers,-7.647907647907637
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.75,Neds,1.98,Neds,Buffalo Sabres v New York Rangers,-7.647907647907637
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Lucas Raymond,2.5,1.98,Neds,1.75,Neds,Detroit Red Wings v Minnesota Wild,-7.647907647907637
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Brayden Schenn,1.5,1.98,Neds,1.75,Neds,St. Louis Blues v Winnipeg Jets,-7.647907647907637
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Cole Perfetti,1.5,1.75,Neds,1.98,Neds,St. Louis Blues v Winnipeg Jets,-7.647907647907637
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Kyle Connor,2.5,1.75,Neds,1.98,Neds,St. Louis Blues v Winnipeg Jets,-7.647907647907637
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Viktor Arvidsson,2.5,2.5,Bet365,1.478,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.6589986468200255
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jack Hughes,3.5,2.02,Neds,1.719,Pinnacle,New Jersey Devils v Dallas Stars,-7.678307097725479
Player Shots on Goal,New Jersey Devils,Dallas Stars,Matt Duchene,1.5,1.719,Pinnacle,2.02,Neds,New Jersey Devils v Dallas Stars,-7.678307097725479
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.8,Bet365,1.917,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.720396452790812
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.83,Bet365,1.884,Pinnacle,New Jersey Devils v Dallas Stars,-7.7233650064390424
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.78,Neds,1.94,Neds,Boston Bruins v Anaheim Ducks,-7.7261670334761945
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Ryan Donato,2.5,1.94,Neds,1.78,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.7261670334761945
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Tyler Bertuzzi,1.5,1.94,Neds,1.78,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.7261670334761945
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brendan Gallagher,1.5,1.78,Neds,1.94,Neds,Ottawa Senators v Montreal Canadiens,-7.7261670334761945
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.94,Neds,1.78,Neds,Philadelphia Flyers v Edmonton Oilers,-7.7261670334761945
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Elias Pettersson (1998),1.5,1.78,Neds,1.94,Neds,Vegas Golden Knights v Vancouver Canucks,-7.7261670334761945
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Pavel Dorofeyev,2.5,1.78,Neds,1.94,Neds,Vegas Golden Knights v Vancouver Canucks,-7.7261670334761945
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Alex Killorn,1.5,1.91,Neds,1.806,Pinnacle,Boston Bruins v Anaheim Ducks,-7.727006545952131
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Morgan Rielly,1.5,1.91,Neds,1.806,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.727006545952131
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Warren Foegele,2.5,2.51,Pinnacle,1.473,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.729300043546106
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Kevin Fiala,2.5,1.58,Neds,2.25,Neds,Los Angeles Kings v Utah Hockey Club,-7.735583684950775
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Bryan Rust,2.5,2.25,Neds,1.58,Neds,Pittsburgh Penguins v Washington Capitals,-7.735583684950775
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Mark Scheifele,1.5,1.58,Neds,2.25,Neds,St. Louis Blues v Winnipeg Jets,-7.735583684950775
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,1.96,Neds,1.763,Pinnacle,Boston Bruins v Anaheim Ducks,-7.741905610797928
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.88,Neds,1.833,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.746863066012
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Auston Matthews,3.5,1.88,Neds,1.833,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.746863066012
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Sidney Crosby,2.5,1.833,Pinnacle,1.88,Neds,Pittsburgh Penguins v Washington Capitals,-7.746863066012
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aaron Ekblad,1.5,1.476,Pinnacle,2.5,Bet365,Florida Panthers v Seattle Kraken,-7.750677506775072
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Brayden Schenn,1.5,1.98,Neds,1.746,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.778819119025293
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Kyle Connor,2.5,1.746,Pinnacle,1.98,Neds,St. Louis Blues v Winnipeg Jets,-7.778819119025293
Player Shots on Goal,Buffalo Sabres,New York Rangers,Dylan Cozens,1.5,1.662,Pinnacle,2.1,Neds,Buffalo Sabres v New York Rangers,-7.7875193398659
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Brad Marchand,2.5,1.73,Neds,2,Neds,Boston Bruins v Anaheim Ducks,-7.803468208092479
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Adam Fantilli,2.5,1.73,Neds,2,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.803468208092479
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Joel Eriksson Ek,2.5,1.73,Neds,2,Neds,Detroit Red Wings v Minnesota Wild,-7.803468208092479
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Vladimir Tarasenko,1.5,1.73,Neds,2,Neds,Detroit Red Wings v Minnesota Wild,-7.803468208092479
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Barrett Hayton,1.5,1.73,Neds,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.803468208092479
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Dylan Guenther,2.5,1.73,Neds,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.803468208092479
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Nick Schmaltz,1.5,1.73,Neds,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.803468208092479
Player Shots on Goal,New Jersey Devils,Dallas Stars,Dougie Hamilton,2.5,2,Neds,1.73,Neds,New Jersey Devils v Dallas Stars,-7.803468208092479
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Scott Laughton,1.5,1.73,Neds,2,Neds,Philadelphia Flyers v Edmonton Oilers,-7.803468208092479
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Conor Garland,1.5,1.73,Neds,2,Neds,Vegas Golden Knights v Vancouver Canucks,-7.803468208092479
Player Shots on Goal,Buffalo Sabres,New York Rangers,Chris Kreider,1.5,1.512,Pinnacle,2.4,Neds,Buffalo Sabres v New York Rangers,-7.8042328042328135
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.86,Bet365,1.85,Neds,Vegas Golden Knights v Vancouver Canucks,-7.817494914269085
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Reinhart,2.5,1.86,Bet365,1.85,Neds,Florida Panthers v Seattle Kraken,-7.817494914269085
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.86,Bet365,1.85,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.817494914269085
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.85,Neds,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.817494914269085
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.85,Neds,1.86,Bet365,St. Louis Blues v Winnipeg Jets,-7.817494914269085
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Alex Laferriere,2.5,1.84,Pinnacle,1.87,Neds,Los Angeles Kings v Utah Hockey Club,-7.823761915833516
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.83,Bet365,1.88,Neds,Detroit Red Wings v Minnesota Wild,-7.83629810487152
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.88,Neds,1.83,Bet365,Philadelphia Flyers v Edmonton Oilers,-7.83629810487152
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.88,Neds,1.83,Bet365,Pittsburgh Penguins v Washington Capitals,-7.83629810487152
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Brad Marchand,2.5,1.729,Pinnacle,2,Neds,Boston Bruins v Anaheim Ducks,-7.8368999421631
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Adam Fantilli,2.5,1.729,Pinnacle,2,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.8368999421631
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Dylan Guenther,2.5,1.729,Pinnacle,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.8368999421631
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Nick Schmaltz,1.5,1.729,Pinnacle,2,Neds,Los Angeles Kings v Utah Hockey Club,-7.8368999421631
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,1.96,Neds,1.76,Bet365,Boston Bruins v Anaheim Ducks,-7.8385899814471305
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.714,Pinnacle,2.02,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.848007671245538
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.92,Neds,1.793,Pinnacle,New Jersey Devils v Dallas Stars,-7.855781743818557
Player Shots on Goal,Buffalo Sabres,New York Rangers,Adam Fox,1.5,1.66,Bet365,2.1,Neds,Buffalo Sabres v New York Rangers,-7.860011474469308
Player Shots on Goal,Buffalo Sabres,New York Rangers,Dylan Cozens,1.5,1.66,Bet365,2.1,Neds,Buffalo Sabres v New York Rangers,-7.860011474469308
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.66,Bet365,2.1,Neds,New Jersey Devils v Dallas Stars,-7.860011474469308
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.1,Neds,1.66,Bet365,Buffalo Sabres v New York Rangers,-7.860011474469308
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Zach Werenski,3.5,2.1,Neds,1.66,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.860011474469308
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Patrick Kane,2.5,2.1,Neds,1.66,Bet365,Detroit Red Wings v Minnesota Wild,-7.860011474469308
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Rickard Rakell,2.5,2.1,Neds,1.66,Bet365,Pittsburgh Penguins v Washington Capitals,-7.860011474469308
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Tomas Hertl,2.5,2.1,Neds,1.66,Bet365,Vegas Golden Knights v Vancouver Canucks,-7.860011474469308
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Tyler Bertuzzi,1.5,1.94,Neds,1.775,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.884419921591412
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Zach Hyman,2.5,1.8,Bet365,1.91,Neds,Philadelphia Flyers v Edmonton Oilers,-7.911576497963946
Player Shots on Goal,New Jersey Devils,Dallas Stars,Stefan Noesen,1.5,1.8,Bet365,1.91,Neds,New Jersey Devils v Dallas Stars,-7.911576497963946
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Alex Killorn,1.5,1.91,Neds,1.8,Bet365,Boston Bruins v Anaheim Ducks,-7.911576497963946
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Connor Bedard,2.5,1.91,Neds,1.8,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.911576497963946
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Teuvo Teravainen,1.5,1.91,Neds,1.8,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.911576497963946
Player Shots on Goal,Florida Panthers,Seattle Kraken,Matty Beniers,1.5,1.91,Neds,1.8,Neds,Florida Panthers v Seattle Kraken,-7.911576497963946
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Colton Parayko,1.5,1.91,Neds,1.8,Bet365,St. Louis Blues v Winnipeg Jets,-7.911576497963946
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nikolaj Ehlers,2.5,1.91,Neds,1.8,Bet365,St. Louis Blues v Winnipeg Jets,-7.911576497963946
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Morgan Rielly,1.5,1.91,Neds,1.8,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.911576497963946
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Sebastian Aho,2.5,1.91,Neds,1.8,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.911576497963946
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Taylor Hall,1.5,1.91,Neds,1.8,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.911576497963946
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Morgan Geekie,2.5,2.35,Neds,1.53,Neds,Boston Bruins v Anaheim Ducks,-7.9126686135447155
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Tim Stutzle,2.5,2.35,Neds,1.53,Neds,Ottawa Senators v Montreal Canadiens,-7.9126686135447155
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Dylan Holloway,1.5,1.53,Neds,2.35,Neds,St. Louis Blues v Winnipeg Jets,-7.9126686135447155
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Robert Thomas,2.5,2.35,Neds,1.53,Neds,St. Louis Blues v Winnipeg Jets,-7.9126686135447155
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Brent Burns,2.5,2.35,Neds,1.53,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.9126686135447155
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mitch Marner,2.5,2.35,Neds,1.53,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.9126686135447155
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Connor McDavid,2.5,1.6,Bet365,2.2,Neds,Philadelphia Flyers v Edmonton Oilers,-7.954545454545459
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,John Carlson,1.5,1.6,Bet365,2.2,Neds,Pittsburgh Penguins v Washington Capitals,-7.954545454545459
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alexis Lafreniere,1.5,1.6,Bet365,2.2,Neds,Buffalo Sabres v New York Rangers,-7.954545454545459
Player Shots on Goal,Buffalo Sabres,New York Rangers,JJ Peterka,2.5,2.2,Neds,1.6,Bet365,Buffalo Sabres v New York Rangers,-7.954545454545459
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Drake Batherson,2.5,2.2,Neds,1.6,Bet365,Ottawa Senators v Montreal Canadiens,-7.954545454545459
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.88,Neds,1.826,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.9560019575400265
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.826,Pinnacle,1.88,Neds,Detroit Red Wings v Minnesota Wild,-7.9560019575400265
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Zach Werenski,3.5,2.1,Neds,1.657,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.969077794062707
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Rickard Rakell,2.5,2.1,Neds,1.657,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.969077794062707
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Tomas Hertl,2.5,2.1,Neds,1.657,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.969077794062707
Player Shots on Goal,Buffalo Sabres,New York Rangers,Adam Fox,1.5,1.657,Pinnacle,2.1,Neds,Buffalo Sabres v New York Rangers,-7.969077794062707
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Cole Perfetti,1.5,1.74,Bet365,1.98,Neds,St. Louis Blues v Winnipeg Jets,-7.976314872866608
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jack Quinn,1.5,1.74,Bet365,1.98,Neds,Buffalo Sabres v New York Rangers,-7.976314872866608
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.74,Bet365,1.98,Neds,Buffalo Sabres v New York Rangers,-7.976314872866608
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Jackson LaCombe,1.5,1.74,Bet365,1.98,Neds,Boston Bruins v Anaheim Ducks,-7.976314872866608
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Lucas Raymond,2.5,1.98,Neds,1.74,Bet365,Detroit Red Wings v Minnesota Wild,-7.976314872866608
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Brayden Schenn,1.5,1.98,Neds,1.74,Bet365,St. Louis Blues v Winnipeg Jets,-7.976314872866608
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Mike Matheson,1.5,1.71,Bet365,2.02,Neds,Ottawa Senators v Montreal Canadiens,-7.984482658792191
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.71,Bet365,2.02,Neds,Philadelphia Flyers v Edmonton Oilers,-7.984482658792191
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Pierre-Luc Dubois,1.5,1.71,Bet365,2.02,Neds,Pittsburgh Penguins v Washington Capitals,-7.984482658792191
Player Shots on Goal,New Jersey Devils,Dallas Stars,Mason Marchment,1.5,1.71,Bet365,2.02,Neds,New Jersey Devils v Dallas Stars,-7.984482658792191
Player Shots on Goal,New Jersey Devils,Dallas Stars,Matt Duchene,1.5,1.71,Bet365,2.02,Neds,New Jersey Devils v Dallas Stars,-7.984482658792191
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.71,Bet365,2.02,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.984482658792191
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.02,Neds,1.71,Bet365,Florida Panthers v Seattle Kraken,-7.984482658792191
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jack Hughes,3.5,2.02,Neds,1.71,Bet365,New Jersey Devils v Dallas Stars,-7.984482658792191
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Seth Jones,1.5,1.55,Bet365,2.3,Neds,Columbus Blue Jackets v Chicago Blackhawks,-7.9943899018232845
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Filip Chytil,1.5,1.55,Bet365,2.3,Neds,Vegas Golden Knights v Vancouver Canucks,-7.9943899018232845
Player Shots on Goal,Florida Panthers,Seattle Kraken,Vince Dunn,1.5,1.55,Bet365,2.3,Neds,Florida Panthers v Seattle Kraken,-7.9943899018232845
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Mason McTavish,1.5,1.55,Bet365,2.3,Neds,Boston Bruins v Anaheim Ducks,-7.9943899018232845
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Pavel Zacha,1.5,1.55,Bet365,2.3,Neds,Boston Bruins v Anaheim Ducks,-7.9943899018232845
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Troy Terry,1.5,1.55,Neds,2.3,Neds,Boston Bruins v Anaheim Ducks,-7.9943899018232845
Player Shots on Goal,Buffalo Sabres,New York Rangers,Artemi Panarin,3.5,2.3,Neds,1.55,Neds,Buffalo Sabres v New York Rangers,-7.9943899018232845
Player Shots on Goal,Buffalo Sabres,New York Rangers,J.T. Miller,1.5,1.55,Neds,2.3,Neds,Buffalo Sabres v New York Rangers,-7.9943899018232845
Player Shots on Goal,Buffalo Sabres,New York Rangers,Vincent Trocheck,2.5,2.3,Neds,1.55,Neds,Buffalo Sabres v New York Rangers,-7.9943899018232845
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Matt Boldy,3.5,2.3,Neds,1.55,Neds,Detroit Red Wings v Minnesota Wild,-7.9943899018232845
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Bennett,3.5,2.3,Neds,1.55,Neds,Florida Panthers v Seattle Kraken,-7.9943899018232845
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jesper Bratt,2.5,2.3,Neds,1.55,Bet365,New Jersey Devils v Dallas Stars,-7.9943899018232845
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Thomas Chabot,2.5,2.3,Neds,1.55,Neds,Ottawa Senators v Montreal Canadiens,-7.9943899018232845
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Matvei Michkov,1.5,1.55,Neds,2.3,Neds,Philadelphia Flyers v Edmonton Oilers,-7.9943899018232845
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Jakob Chychrun,2.5,2.3,Neds,1.55,Bet365,Pittsburgh Penguins v Washington Capitals,-7.9943899018232845
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Tom Wilson,2.5,2.3,Neds,1.55,Bet365,Pittsburgh Penguins v Washington Capitals,-7.9943899018232845
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jack Eichel,2.5,1.55,Neds,2.3,Neds,Vegas Golden Knights v Vancouver Canucks,-7.9943899018232845
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Conor Garland,1.5,1.724,Pinnacle,2,Neds,Vegas Golden Knights v Vancouver Canucks,-8.004640371229698
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.02,Neds,1.709,Pinnacle,Florida Panthers v Seattle Kraken,-8.01870122647137
