market_name,home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,match,margin
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.869,Pinnacle,1.869,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.009095773140728
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.854,Pinnacle,1.884,Pinnacle,New Jersey Devils v Dallas Stars,-7.015988841478915
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Dmitri Voronkov,2.5,2.17,Pinnacle,1.641,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.021401472070821
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Patrik Laine,1.5,1.641,Pinnacle,2.17,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.021401472070821
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Kris Letang,1.5,1.641,Pinnacle,2.17,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.021401472070821
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Zach Hyman,2.5,1.8,Bet365,1.943,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.022359467032668
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Jonathan Marchessault,2.5,1.8,Bet365,1.943,Pinnacle,Nashville Predators v Colorado Avalanche,-7.022359467032668
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Ryan O'Reilly,1.5,1.8,Bet365,1.943,Pinnacle,Nashville Predators v Colorado Avalanche,-7.022359467032668
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Teuvo Teravainen,1.5,1.943,Pinnacle,1.8,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.022359467032668
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Colton Parayko,1.5,1.943,Pinnacle,1.8,Bet365,St. Louis Blues v Winnipeg Jets,-7.022359467032668
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Morgan Rielly,1.5,1.943,Pinnacle,1.8,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.022359467032668
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Sebastian Aho,2.5,1.943,Pinnacle,1.8,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.022359467032668
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.71,Bet365,2.06,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.023221484131037
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.06,Pinnacle,1.71,Bet365,Florida Panthers v Seattle Kraken,-7.023221484131037
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.5,Bet365,1.492,Pinnacle,Buffalo Sabres v New York Rangers,-7.024128686327069
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Conor Garland,1.5,1.724,Pinnacle,2.04,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.024248214366957
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Brayden Schenn,1.5,2.01,Pinnacle,1.746,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.025012395069341
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Kyle Connor,2.5,1.746,Pinnacle,2.01,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.025012395069341
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Dylan Holloway,1.5,1.53,Neds,2.4,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.0261437908496704
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Brent Burns,2.5,2.4,Pinnacle,1.53,Neds,Toronto Maple Leafs v Carolina Hurricanes,-7.0261437908496704
Player Shots on Goal,Florida Panthers,Seattle Kraken,Oliver Bjorkstrand,1.5,1.909,Pinnacle,1.83,Bet365,Florida Panthers v Seattle Kraken,-7.028255573970865
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.909,Pinnacle,1.83,Bet365,Philadelphia Flyers v Edmonton Oilers,-7.028255573970865
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.909,Pinnacle,1.83,Bet365,Pittsburgh Penguins v Washington Capitals,-7.028255573970865
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Ryan Donato,2.5,1.98,Pinnacle,1.769,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.034162997984383
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brendan Gallagher,1.5,1.769,Pinnacle,1.98,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.034162997984383
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Elias Pettersson,1.5,1.769,Pinnacle,1.98,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.034162997984383
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Pavel Dorofeyev,2.5,1.769,Pinnacle,1.98,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.034162997984383
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.86,Bet365,1.877,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.039945921483026
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.86,Bet365,1.877,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.039945921483026
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.67,Neds,2.12,Pinnacle,New Jersey Devils v Dallas Stars,-7.050050841712796
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.95,Bet365,1.793,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.054499692536509
Player Shots on Goal,New Jersey Devils,Dallas Stars,Timo Meier,2.5,1.95,Bet365,1.793,Pinnacle,New Jersey Devils v Dallas Stars,-7.054499692536509
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.793,Pinnacle,1.95,Bet365,Boston Bruins v Anaheim Ducks,-7.054499692536509
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Brady Skjei,1.5,1.793,Pinnacle,1.95,Bet365,Nashville Predators v Colorado Avalanche,-7.054499692536509
Player Shots on Goal,Florida Panthers,Seattle Kraken,Aleksander Barkov,2.5,2.06,Pinnacle,1.709,Pinnacle,Florida Panthers v Seattle Kraken,-7.057440051810238
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Ryan Nugent-Hopkins,1.5,1.709,Pinnacle,2.06,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.057440051810238
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Patrik Laine,1.5,1.64,Bet365,2.17,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.058559064853309
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Kris Letang,1.5,1.64,Bet365,2.17,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.058559064853309
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Dmitri Voronkov,2.5,2.17,Pinnacle,1.64,Bet365,Columbus Blue Jackets v Chicago Blackhawks,-7.058559064853309
Player Shots on Goal,Florida Panthers,Seattle Kraken,Brandon Montour,2.5,2.17,Pinnacle,1.64,Bet365,Florida Panthers v Seattle Kraken,-7.058559064853309
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Brad Marchand,2.5,1.73,Neds,2.03,Pinnacle,Boston Bruins v Anaheim Ducks,-7.064551951934872
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Adam Fantilli,2.5,1.73,Neds,2.03,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.064551951934872
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Barrett Hayton,1.5,1.73,Neds,2.03,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.064551951934872
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Dylan Guenther,2.5,1.73,Neds,2.03,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.064551951934872
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Nick Schmaltz,1.5,1.73,Neds,2.03,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.064551951934872
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jesper Bratt,2.5,2.4,Bet365,1.529,Pinnacle,New Jersey Devils v Dallas Stars,-7.06889034227165
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Seth Jones,1.5,1.55,Bet365,2.35,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.069320521619771
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brock Boeser,1.5,1.55,Bet365,2.35,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.069320521619771
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Mason McTavish,1.5,1.55,Bet365,2.35,Pinnacle,Boston Bruins v Anaheim Ducks,-7.069320521619771
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Matvei Michkov,1.5,1.55,Neds,2.35,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.069320521619771
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Artturi Lehkonen,2.5,2.35,Pinnacle,1.55,Bet365,Nashville Predators v Colorado Avalanche,-7.069320521619771
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Jakob Chychrun,2.5,2.35,Pinnacle,1.55,Bet365,Pittsburgh Penguins v Washington Capitals,-7.069320521619771
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Tom Wilson,2.5,2.35,Pinnacle,1.55,Bet365,Pittsburgh Penguins v Washington Capitals,-7.069320521619771
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.76,Bet365,1.99,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.069438099588865
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,1.99,Pinnacle,1.76,Bet365,Boston Bruins v Anaheim Ducks,-7.069438099588865
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Alex Killorn,1.5,1.934,Pinnacle,1.806,Pinnacle,Boston Bruins v Anaheim Ducks,-7.077293773140436
Player Shots on Goal,Buffalo Sabres,New York Rangers,Adam Fox,1.5,1.657,Pinnacle,2.14,Pinnacle,Buffalo Sabres v New York Rangers,-7.079002137631907
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Zach Werenski,3.5,2.14,Pinnacle,1.657,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.079002137631907
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Rickard Rakell,2.5,2.14,Pinnacle,1.657,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.079002137631907
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Tomas Hertl,2.5,2.14,Pinnacle,1.657,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.079002137631907
Player Shots on Goal,Boston Bruins,Anaheim Ducks,David Pastrnak,4.5,2.11,Pinnacle,1.675,Pinnacle,Boston Bruins v Anaheim Ducks,-7.094857466223381
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Dylan Strome,1.5,1.675,Pinnacle,2.11,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.094857466223381
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Brad Marchand,2.5,1.729,Pinnacle,2.03,Pinnacle,Boston Bruins v Anaheim Ducks,-7.097983686005471
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Adam Fantilli,2.5,1.729,Pinnacle,2.03,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.097983686005471
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Dylan Guenther,2.5,1.729,Pinnacle,2.03,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.097983686005471
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Nick Schmaltz,1.5,1.729,Pinnacle,2.03,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.097983686005471
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Cutter Gauthier,1.5,1.8,Bet365,1.94,Neds,Boston Bruins v Anaheim Ducks,-7.101947308132894
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Tyson Foerster,1.5,1.94,Neds,1.8,Bet365,Philadelphia Flyers v Edmonton Oilers,-7.101947308132894
Player Shots on Goal,Florida Panthers,Seattle Kraken,Matty Beniers,1.5,1.925,Pinnacle,1.813,Pinnacle,Florida Panthers v Seattle Kraken,-7.105249962392812
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nikolaj Ehlers,2.5,1.925,Pinnacle,1.813,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.105249962392812
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Aliaksei Protas,1.5,1.694,Pinnacle,2.08,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.108800290618467
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Erik Karlsson,2.5,2.08,Pinnacle,1.694,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.108800290618467
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Marco Rossi,1.5,1.82,Neds,1.917,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.109895842290204
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.82,Neds,1.917,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.109895842290204
Player Shots on Goal,New Jersey Devils,Dallas Stars,Dougie Hamilton,2.5,2,Neds,1.751,Pinnacle,New Jersey Devils v Dallas Stars,-7.110222729868654
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.751,Pinnacle,2,Pinnacle,Buffalo Sabres v New York Rangers,-7.110222729868654
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Vladimir Tarasenko,1.5,1.751,Pinnacle,2,Neds,Detroit Red Wings v Minnesota Wild,-7.110222729868654
Player Shots on Goal,Buffalo Sabres,New York Rangers,Dylan Cozens,1.5,1.662,Pinnacle,2.13,Pinnacle,Buffalo Sabres v New York Rangers,-7.116828528330021
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Patrick Kane,2.5,2.15,Pinnacle,1.65,Neds,Detroit Red Wings v Minnesota Wild,-7.117688513037357
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Gabriel Vilardi,1.5,1.714,Pinnacle,2.05,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.123544981074081
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.714,Pinnacle,2.05,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.123544981074081
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jason Robertson,2.5,1.85,Neds,1.884,Pinnacle,New Jersey Devils v Dallas Stars,-7.132610317323684
Player Shots on Goal,New Jersey Devils,Dallas Stars,Mason Marchment,1.5,1.7,Neds,2.07,Pinnacle,New Jersey Devils v Dallas Stars,-7.132708155726064
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Mike Matheson,1.5,1.7,Neds,2.07,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.132708155726064
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Pierre-Luc Dubois,1.5,1.7,Neds,2.07,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.132708155726064
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Jake DeBrusk,1.5,1.819,Pinnacle,1.917,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.140102029725659
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Pavel Buchnevich,1.5,1.6,Bet365,2.24,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.14285714285714
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Connor McDavid,2.5,1.6,Bet365,2.24,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.14285714285714
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Dylan Strome,1.5,1.68,Bet365,2.1,Neds,Pittsburgh Penguins v Washington Capitals,-7.14285714285714
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Michael Bunting,1.5,1.68,Bet365,2.1,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.14285714285714
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Ryan Strome,1.5,2,Bet365,1.75,Neds,Boston Bruins v Anaheim Ducks,-7.14285714285714
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Jackson Blake,1.5,1.68,Bet365,2.1,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.14285714285714
Player Shots on Goal,Boston Bruins,Anaheim Ducks,David Pastrnak,4.5,2.1,Neds,1.68,Bet365,Boston Bruins v Anaheim Ducks,-7.14285714285714
Player Shots on Goal,Buffalo Sabres,New York Rangers,Owen Power,1.5,1.75,Neds,2,Pinnacle,Buffalo Sabres v New York Rangers,-7.14285714285714
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.75,Neds,2,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.14285714285714
Player Shots on Goal,Nashville Predators,Colorado Avalanche,Nathan MacKinnon,3.5,1.621,Pinnacle,2.2,Pinnacle,Nashville Predators v Colorado Avalanche,-7.144860075150028
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Mattias Ekholm,1.5,1.632,Pinnacle,2.18,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.146069436949087
Player Shots on Goal,Florida Panthers,Seattle Kraken,Oliver Bjorkstrand,1.5,1.909,Pinnacle,1.826,Pinnacle,Florida Panthers v Seattle Kraken,-7.14795942663935
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Evan Bouchard,2.5,1.909,Pinnacle,1.826,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.14795942663935
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brady Tkachuk,3.5,1.58,Bet365,2.28,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.150788363313332
Player Shots on Goal,Buffalo Sabres,New York Rangers,Tage Thompson,2.5,1.58,Bet365,2.28,Pinnacle,Buffalo Sabres v New York Rangers,-7.150788363313332
Player Shots on Goal,Buffalo Sabres,New York Rangers,Rasmus Dahlin,2.5,2.28,Pinnacle,1.58,Bet365,Buffalo Sabres v New York Rangers,-7.150788363313332
Player Shots on Goal,New Jersey Devils,Dallas Stars,Nico Hischier,2.5,2.28,Pinnacle,1.58,Bet365,New Jersey Devils v Dallas Stars,-7.150788363313332
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alex Tuch,2.5,2.47,Pinnacle,1.5,Bet365,Buffalo Sabres v New York Rangers,-7.1524966261808265
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Patrick Kane,2.5,2.15,Pinnacle,1.649,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.154441733538297
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,William Nylander,2.5,1.757,Pinnacle,1.99,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.166452638834464
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Mark Scheifele,1.5,1.57,Bet365,2.3,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.172528385488786
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Bobby McMann,1.5,1.57,Bet365,2.3,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.172528385488786
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Jake Sanderson,2.5,2.3,Pinnacle,1.57,Bet365,Ottawa Senators v Montreal Canadiens,-7.172528385488786
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.862,Pinnacle,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.181628632314174
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.862,Pinnacle,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.181628632314174
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Cole Caufield,2.5,1.584,Pinnacle,2.27,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.184176567436484
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Connor McMichael,1.5,1.9,Bet365,1.833,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.186952651678302
Player Shots on Goal,Buffalo Sabres,New York Rangers,Dylan Cozens,1.5,1.66,Bet365,2.13,Pinnacle,Buffalo Sabres v New York Rangers,-7.189320662933429
Player Shots on Goal,Detroit Red Wings,Minnesota Wild,Joel Eriksson Ek,2.5,1.719,Pinnacle,2.04,Pinnacle,Detroit Red Wings v Minnesota Wild,-7.1929644458132325
Player Shots on Goal,New Jersey Devils,Dallas Stars,Logan Stankoven,1.5,1.666,Pinnacle,2.12,Pinnacle,New Jersey Devils v Dallas Stars,-7.193820924596261
Player Shots on Goal,Buffalo Sabres,New York Rangers,Alexis Lafreniere,1.5,1.609,Pinnacle,2.22,Pinnacle,Buffalo Sabres v New York Rangers,-7.195449022670886
Player Shots on Goal,Buffalo Sabres,New York Rangers,Jason Zucker,1.5,1.609,Pinnacle,2.22,Pinnacle,Buffalo Sabres v New York Rangers,-7.195449022670886
Player Shots on Goal,New Jersey Devils,Dallas Stars,Thomas Harley,1.5,1.609,Pinnacle,2.22,Pinnacle,New Jersey Devils v Dallas Stars,-7.195449022670886
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Darnell Nurse,1.5,1.625,Pinnacle,2.19,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.200561995082544
Player Shots on Goal,Los Angeles Kings,Utah Hockey Club,Alex Laferriere,2.5,1.84,Pinnacle,1.892,Pinnacle,Los Angeles Kings v Utah Hockey Club,-7.201948708521
Player Shots on Goal,Florida Panthers,Seattle Kraken,Brandon Montour,2.5,2.17,Pinnacle,1.636,Pinnacle,Florida Panthers v Seattle Kraken,-7.207643685283882
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Claude Giroux,1.5,1.588,Pinnacle,2.26,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.220079802055235
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Pavel Buchnevich,1.5,1.598,Pinnacle,2.24,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.221079921330231
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Cole Perfetti,1.5,1.74,Bet365,2.01,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.222508148910611
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Brayden Schenn,1.5,2.01,Pinnacle,1.74,Bet365,St. Louis Blues v Winnipeg Jets,-7.222508148910611
Player Shots on Goal,Pittsburgh Penguins,Washington Capitals,Alex Ovechkin,3.5,2.14,Pinnacle,1.653,Pinnacle,Pittsburgh Penguins v Washington Capitals,-7.225039718212711
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Frank Vatrano,2.5,1.684,Pinnacle,2.09,Pinnacle,Boston Bruins v Anaheim Ducks,-7.22931275500347
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Trevor Zegras,1.5,1.684,Pinnacle,2.09,Pinnacle,Boston Bruins v Anaheim Ducks,-7.22931275500347
Player Shots on Goal,Buffalo Sabres,New York Rangers,Rasmus Dahlin,2.5,2.28,Pinnacle,1.578,Pinnacle,Buffalo Sabres v New York Rangers,-7.231005269828561
Player Shots on Goal,Ottawa Senators,Montreal Canadiens,Brady Tkachuk,3.5,1.578,Pinnacle,2.28,Pinnacle,Ottawa Senators v Montreal Canadiens,-7.231005269828561
Player Shots on Goal,Buffalo Sabres,New York Rangers,Mika Zibanejad,2.5,2.11,Pinnacle,1.671,Pinnacle,Buffalo Sabres v New York Rangers,-7.237769477084699
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Jordan Kyrou,2.5,1.86,Bet365,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.2393766890920475
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Nino Niederreiter,1.5,1.86,Bet365,1.87,Neds,St. Louis Blues v Winnipeg Jets,-7.2393766890920475
Player Shots on Goal,Florida Panthers,Seattle Kraken,Sam Reinhart,2.5,1.87,Neds,1.86,Bet365,Florida Panthers v Seattle Kraken,-7.2393766890920475
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.87,Neds,1.86,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.2393766890920475
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.87,Neds,1.86,Bet365,Vegas Golden Knights v Vancouver Canucks,-7.2393766890920475
Player Shots on Goal,New Jersey Devils,Dallas Stars,Wyatt Johnston,2.5,1.95,Bet365,1.787,Pinnacle,New Jersey Devils v Dallas Stars,-7.241760291564425
Player Shots on Goal,Columbus Blue Jackets,Chicago Blackhawks,Kent Johnson,1.5,1.55,Bet365,2.34,Pinnacle,Columbus Blue Jackets v Chicago Blackhawks,-7.2511717673008125
Player Shots on Goal,Philadelphia Flyers,Edmonton Oilers,Leon Draisaitl,2.5,1.55,Bet365,2.34,Pinnacle,Philadelphia Flyers v Edmonton Oilers,-7.2511717673008125
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Bobby McMann,1.5,1.568,Pinnacle,2.3,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.253771073646842
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Gabriel Vilardi,1.5,1.71,Bet365,2.05,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.2600199686207345
Player Shots on Goal,New Jersey Devils,Dallas Stars,Matt Duchene,1.5,1.71,Bet365,2.05,Pinnacle,New Jersey Devils v Dallas Stars,-7.2600199686207345
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Mikko Rantanen,2.5,1.71,Bet365,2.05,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.2600199686207345
Player Shots on Goal,New Jersey Devils,Dallas Stars,Jack Hughes,3.5,2.05,Pinnacle,1.71,Bet365,New Jersey Devils v Dallas Stars,-7.2600199686207345
Player Shots on Goal,St. Louis Blues,Winnipeg Jets,Robert Thomas,2.5,2.45,Bet365,1.505,Pinnacle,St. Louis Blues v Winnipeg Jets,-7.261509254864729
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Morgan Geekie,2.5,2.45,Bet365,1.505,Pinnacle,Boston Bruins v Anaheim Ducks,-7.261509254864729
Player Shots on Goal,Boston Bruins,Anaheim Ducks,Alex Killorn,1.5,1.934,Pinnacle,1.8,Bet365,Boston Bruins v Anaheim Ducks,-7.261863725152251
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Taylor Hall,1.5,1.934,Pinnacle,1.8,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.261863725152251
Player Shots on Goal,Vegas Golden Knights,Vancouver Canucks,Brandon Saad,1.5,1.86,Bet365,1.869,Pinnacle,Vegas Golden Knights v Vancouver Canucks,-7.267988746785425
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.86,Bet365,1.869,Pinnacle,Toronto Maple Leafs v Carolina Hurricanes,-7.267988746785425
Player Shots on Goal,Toronto Maple Leafs,Carolina Hurricanes,Matthew Knies,1.5,1.869,Pinnacle,1.86,Bet365,Toronto Maple Leafs v Carolina Hurricanes,-7.267988746785425
