home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,market_name,match,margin
Utah Hockey Club,St. Louis Blues,Brayden Schenn,0.5,3.32,Sportsbet,1.277,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-8.429017558094554
Buffalo Sabres,New Jersey Devils,Jason Zucker,0.5,3.06,Pinnacle,1.32,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-8.437314319667255
Dallas Stars,Columbus Blue Jackets,Kent Johnson,0.5,3.06,Pinnacle,1.32,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.437314319667255
Dallas Stars,Columbus Blue Jackets,Mason Marchment,0.5,3.06,Pinnacle,1.32,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.437314319667255
Seattle Kraken,Calgary Flames,Blake Coleman,0.5,3.06,Pinnacle,1.32,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.437314319667255
Florida Panthers,New York Islanders,Anton Lundell,0.5,3.07,Pinnacle,1.318,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.445824044920492
Seattle Kraken,Calgary Flames,Matt Coronato,0.5,3.13,Pinnacle,1.307,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.459975897783135
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.4,Bet365,1.265,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.463148105091856
Utah Hockey Club,St. Louis Blues,Josh Doan,0.5,3.1,Pinnacle,1.312,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-8.477576711250979
Florida Panthers,New York Islanders,Anders Lee,0.5,3.13,Pinnacle,1.306,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.518560196488068
Florida Panthers,New York Islanders,Anton Lundell,0.5,2.95,Neds,1.34,Bet365,Player Assists,Florida Panthers v New York Islanders,-8.525170756387546
Dallas Stars,Columbus Blue Jackets,Kent Johnson,0.5,3.05,Bet365,1.32,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.54446100347741
Dallas Stars,Columbus Blue Jackets,Mason Marchment,0.5,3.05,Bet365,1.32,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.54446100347741
Seattle Kraken,Calgary Flames,Blake Coleman,0.5,3.05,Bet365,1.32,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.54446100347741
Seattle Kraken,Calgary Flames,Matt Coronato,0.5,3.12,Sportsbet,1.307,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.562376159927808
Buffalo Sabres,New Jersey Devils,Stefan Noesen,0.5,3.25,Pinnacle,1.285,Pinnacle,Player Assists,Buffalo Sabres v New Jersey Devils,-8.590242442382534
Seattle Kraken,Calgary Flames,Shane Wright,0.5,3.27,Pinnacle,1.281,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.645052245593687
Seattle Kraken,Calgary Flames,Rasmus Andersson,0.5,3.35,Pinnacle,1.269,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.652952730437647
Florida Panthers,New York Islanders,Anton Lundell,0.5,3.05,Bet365,1.318,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.659419388542
Seattle Kraken,Calgary Flames,Shane Wright,0.5,3.09,Sportsbet,1.31,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-8.698337409520995
Florida Panthers,New York Islanders,Anders Lee,0.5,3.11,Sportsbet,1.306,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.724019243363546
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.37,Pinnacle,1.265,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.724973903660537
Florida Panthers,New York Islanders,Brock Nelson,0.5,2.6,Neds,1.423,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.73560733012595
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.9,Bet365,1.203,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.766545175522733
Seattle Kraken,Calgary Flames,Matt Coronato,0.5,3.1,Bet365,1.307,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.769158624774786
Dallas Stars,Columbus Blue Jackets,Logan Stankoven,0.5,3.43,Pinnacle,1.256,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.772353345341788
Vancouver Canucks,Detroit Red Wings,Brock Boeser,0.5,2.5,Bet365,1.454,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.775790921595616
Seattle Kraken,Calgary Flames,Morgan Frost,0.5,3.4,Pinnacle,1.26,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.776844070961708
Seattle Kraken,Calgary Flames,Jaden Schwartz,0.5,2.56,Sportsbet,1.434,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.797506973500703
Colorado Avalanche,Philadelphia Flyers,Matvei Michkov,0.5,3.48,Pinnacle,1.249,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-8.799683424900827
Anaheim Ducks,Montreal Canadiens,Alex Killorn,0.5,3.36,Pinnacle,1.265,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-8.813288161114263
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.31,Sportsbet,1.526,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.820842765796888
Dallas Stars,Columbus Blue Jackets,Cole Sillinger,0.5,4,Bet365,1.193,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.822296730930423
Florida Panthers,New York Islanders,Anders Lee,0.5,3.1,Bet365,1.306,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-8.82774292347972
Vancouver Canucks,Detroit Red Wings,Filip Chytil,0.5,3.52,Pinnacle,1.243,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.859613837489944
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,3.7,Sportsbet,1.222,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-8.860087583491838
Seattle Kraken,Calgary Flames,Mikael Backlund,0.5,3.7,Sportsbet,1.222,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.860087583491838
Vancouver Canucks,Detroit Red Wings,Jake DeBrusk,0.5,2.83,Sportsbet,1.36,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-8.865100810642268
Seattle Kraken,Calgary Flames,Jared McCann,0.5,2.56,Sportsbet,1.432,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.89490223463687
Seattle Kraken,Calgary Flames,Jaden Schwartz,0.5,2.55,Bet365,1.434,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.950693248010522
Seattle Kraken,Calgary Flames,Kaapo Kakko,0.5,2.7,Sportsbet,1.39,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-8.97948308020251
Seattle Kraken,Calgary Flames,Yegor Sharangovich,0.5,3.61,Pinnacle,1.23,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-9.00164403306083
Vancouver Canucks,Detroit Red Wings,Moritz Seider,0.5,2.18,Sportsbet,1.584,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-9.00287276434064
Seattle Kraken,Calgary Flames,Mikael Backlund,0.5,3.68,Pinnacle,1.222,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-9.00697359994307
Florida Panthers,New York Islanders,Aaron Ekblad,0.5,2.3,Neds,1.526,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.009060345318831
Dallas Stars,Columbus Blue Jackets,Logan Stankoven,0.5,3.4,Sportsbet,1.256,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-9.029599100786822
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.869,Pinnacle,1.8,Neds,Player Assists,Florida Panthers v New York Islanders,-9.06010344212591
Colorado Avalanche,Philadelphia Flyers,Tyson Foerster,0.5,3.81,Pinnacle,1.207,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-9.096760585125697
Anaheim Ducks,Montreal Canadiens,Cutter Gauthier,0.5,3.8,Pinnacle,1.208,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-9.097246427326589
Colorado Avalanche,Philadelphia Flyers,Noah Cates,0.5,3.8,Pinnacle,1.208,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-9.097246427326589
Vancouver Canucks,Detroit Red Wings,Vladimir Tarasenko,0.5,3.79,Pinnacle,1.209,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-9.09821021319872
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.84,Pinnacle,1.203,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.167186201163746
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.32,Sportsbet,1.265,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.171865326920337
Florida Panthers,New York Islanders,Bo Horvat,0.5,2.7,Neds,1.386,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.187109187109188
Florida Panthers,New York Islanders,Sam Bennett,0.5,2.8,Neds,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.18967146006089
Florida Panthers,New York Islanders,Tony DeAngelo,0.5,2.8,Neds,1.361,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.18967146006089
Colorado Avalanche,Philadelphia Flyers,Bobby Brink,0.5,3.92,Pinnacle,1.195,Pinnacle,Player Assists,Colorado Avalanche v Philadelphia Flyers,-9.19221244983348
Dallas Stars,Columbus Blue Jackets,Cole Sillinger,0.5,3.94,Pinnacle,1.193,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-9.20300739082891
Dallas Stars,Columbus Blue Jackets,Evgenii Dadonov,0.5,3.65,Bet365,1.222,Pinnacle,Player Assists,Dallas Stars v Columbus Blue Jackets,-9.2303208304374
Anaheim Ducks,Montreal Canadiens,Alex Newhook,0.5,4.14,Pinnacle,1.175,Pinnacle,Player Assists,Anaheim Ducks v Montreal Canadiens,-9.260972350704089
Vancouver Canucks,Detroit Red Wings,Pius Suter,0.5,4.14,Pinnacle,1.175,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-9.260972350704089
Seattle Kraken,Calgary Flames,Shane Wright,0.5,3.2,Bet365,1.281,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-9.314012490241996
Florida Panthers,New York Islanders,Anders Lee,0.5,3.05,Neds,1.306,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.356563653252326
New York Rangers,Vegas Golden Knights,J.T. Miller,0.5,2.18,Pinnacle,1.57,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-9.56582714895109
New York Rangers,Vegas Golden Knights,Shea Theodore,0.5,1.952,Pinnacle,1.71,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-9.709040360464005
Utah Hockey Club,St. Louis Blues,Clayton Keller,0.5,1.82,Sportsbet,1.826,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-9.709567540892827
Florida Panthers,New York Islanders,Anton Lundell,0.5,2.95,Neds,1.318,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.77083922738613
Florida Panthers,New York Islanders,Gustav Forsling,0.5,3.25,Neds,1.265,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-9.820614168440267
Seattle Kraken,Calgary Flames,Chandler Stephenson,0.5,2.27,Sportsbet,1.52,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-9.842337120333866
Vancouver Canucks,Detroit Red Wings,Conor Garland,0.5,2.6,Sportsbet,1.4,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-9.8901098901099
Vancouver Canucks,Detroit Red Wings,Jake DeBrusk,0.5,2.75,Pinnacle,1.36,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-9.89304812834224
Florida Panthers,New York Islanders,Evan Rodrigues,0.5,3.7,Neds,1.203,Pinnacle,Player Assists,Florida Panthers v New York Islanders,-10.152546561524112
Vancouver Canucks,Detroit Red Wings,Vladimir Tarasenko,0.5,3.45,Sportsbet,1.23,Bet365,Player Assists,Vancouver Canucks v Detroit Red Wings,-10.286320254506887
New York Rangers,Vegas Golden Knights,Artemi Panarin,0.5,1.87,Sportsbet,1.76,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-10.294117647058831
Florida Panthers,New York Islanders,Matthew Tkachuk,0.5,1.869,Pinnacle,1.76,Bet365,Player Assists,Florida Panthers v New York Islanders,-10.322729704752188
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.18,Pinnacle,1.55,Neds,Player Assists,Florida Panthers v New York Islanders,-10.387688665285587
Seattle Kraken,Calgary Flames,Shane Wright,0.5,3.09,Sportsbet,1.281,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-10.426472037167578
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.709,Pinnacle,1.9,Bet365,Player Assists,Florida Panthers v New York Islanders,-11.145329678790294
Dallas Stars,Columbus Blue Jackets,Jason Robertson,0.5,2.02,Pinnacle,1.62,Bet365,Player Assists,Dallas Stars v Columbus Blue Jackets,-11.233345556777907
Vancouver Canucks,Detroit Red Wings,Conor Garland,0.5,2.6,Sportsbet,1.373,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-11.294750406185216
Florida Panthers,New York Islanders,Carter Verhaeghe,0.5,2.18,Pinnacle,1.52,Bet365,Player Assists,Florida Panthers v New York Islanders,-11.661033317238045
Vancouver Canucks,Detroit Red Wings,Vladimir Tarasenko,0.5,3.45,Sportsbet,1.209,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-11.698493185169202
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.709,Pinnacle,1.88,Neds,Player Assists,Florida Panthers v New York Islanders,-11.705240093123992
Seattle Kraken,Calgary Flames,Chandler Stephenson,0.5,2.16,Pinnacle,1.52,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-12.08576998050681
New York Rangers,Vegas Golden Knights,Artemi Panarin,0.5,1.806,Pinnacle,1.76,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-12.189167421725555
