home_team,away_team,player_name,line,over_price,over_agency,under_price,under_agency,market_name,match,margin
Utah Hockey Club,St. Louis Blues,Nick Schmaltz,0.5,2.09,Pinnacle,1.684,Pinnacle,Player Assists,Utah Hockey Club v St. Louis Blues,-7.22931275500347
Seattle Kraken,Calgary Flames,Matt Coronato,0.5,3.12,Sportsbet,1.33,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.239251976094074
Seattle Kraken,Calgary Flames,Brandon Montour,0.5,2.92,Sportsbet,1.37,Pinnacle,Player Assists,Seattle Kraken v Calgary Flames,-7.239276072392764
New York Rangers,Vegas Golden Knights,Mika Zibanejad,0.5,2.55,Bet365,1.47,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.242897158863548
New York Rangers,Vegas Golden Knights,Vincent Trocheck,0.5,2.55,Bet365,1.47,Bet365,Player Assists,New York Rangers v Vegas Golden Knights,-7.242897158863548
Seattle Kraken,Calgary Flames,Jaden Schwartz,0.5,2.55,Bet365,1.47,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.242897158863548
Seattle Kraken,Calgary Flames,Nazem Kadri,0.5,2.55,Bet365,1.47,Bet365,Player Assists,Seattle Kraken v Calgary Flames,-7.242897158863548
Vancouver Canucks,Detroit Red Wings,Dylan Larkin,0.5,2.39,Pinnacle,1.529,Pinnacle,Player Assists,Vancouver Canucks v Detroit Red Wings,-7.243227859705392
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.85,Sportsbet,1.88,Neds,Player Assists,Florida Panthers v New York Islanders,-7.245543415756162
Florida Panthers,New York Islanders,Aleksander Barkov,0.5,1.83,Bet365,1.9,Bet365,Player Assists,Florida Panthers v New York Islanders,-7.276387690537822
