market_name,agency,match,player_name,line,over_price,under_price
Player Points,Bet365,CAL Flames v MIN Wild,Yegor Sharangovich,1.5,9.5,NA
Player Points,Bet365,CAL Flames v MIN Wild,Yegor Sharangovich,2.5,23,NA
Player Points,Bet365,CAL Flames v MIN Wild,Yegor Sharangovich,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Anders Lee,0.5,1.83,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Anders Lee,0.5,1.83,1.9
Player Points,Bet365,PHI Flyers v NY Islanders,Anders Lee,1.5,5.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Anders Lee,2.5,15,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Anders Lee,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bo Horvat,0.5,1.68,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bo Horvat,0.5,1.68,2.15
Player Points,Bet365,PHI Flyers v NY Islanders,Bo Horvat,1.5,4.5,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bo Horvat,2.5,13,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bo Horvat,3.5,23,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bobby Brink,0.5,2.45,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bobby Brink,0.5,2.45,1.52
Player Points,Bet365,PHI Flyers v NY Islanders,Bobby Brink,1.5,9,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bobby Brink,2.5,20,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Bobby Brink,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Jean-Gabriel Pageau,0.5,2.4,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Jean-Gabriel Pageau,0.5,2.4,1.55
Player Points,Bet365,PHI Flyers v NY Islanders,Jean-Gabriel Pageau,1.5,8.5,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Jean-Gabriel Pageau,2.5,19,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Jean-Gabriel Pageau,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Kyle Palmieri,0.5,1.83,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Kyle Palmieri,0.5,1.83,1.9
Player Points,Bet365,PHI Flyers v NY Islanders,Kyle Palmieri,1.5,5.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Kyle Palmieri,2.5,15,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Kyle Palmieri,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Cates,0.5,2.5,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Cates,0.5,2.5,1.5
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Cates,1.5,9.5,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Cates,2.5,21,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Cates,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Dobson,0.5,2.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Dobson,0.5,2.25,1.64
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Dobson,1.5,7.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Dobson,2.5,18,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Noah Dobson,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Owen Tippett,0.5,2.35,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Owen Tippett,0.5,2.35,1.57
Player Points,Bet365,PHI Flyers v NY Islanders,Owen Tippett,1.5,8,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Owen Tippett,2.5,19,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Owen Tippett,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Ryan Poehling,0.5,2.45,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Ryan Poehling,0.5,2.45,1.52
Player Points,Bet365,PHI Flyers v NY Islanders,Ryan Poehling,1.5,9,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Ryan Poehling,2.5,20,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Ryan Poehling,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Sean Couturier,0.5,1.86,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Sean Couturier,0.5,1.86,1.86
Player Points,Bet365,PHI Flyers v NY Islanders,Sean Couturier,1.5,5.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Sean Couturier,2.5,16,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Sean Couturier,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Simon Holmstrom,0.5,2.15,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Simon Holmstrom,0.5,2.15,1.68
Player Points,Bet365,PHI Flyers v NY Islanders,Simon Holmstrom,1.5,7,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Simon Holmstrom,2.5,17.5,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Simon Holmstrom,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tony DeAngelo,0.5,2.28,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tony DeAngelo,0.5,2.28,1.62
Player Points,Bet365,PHI Flyers v NY Islanders,Tony DeAngelo,1.5,7.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tony DeAngelo,2.5,18,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tony DeAngelo,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Konecny,0.5,1.58,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Konecny,0.5,1.58,2.32
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Konecny,1.5,3.9,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Konecny,2.5,11,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Konecny,3.5,20,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Sanheim,0.5,2.8,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Sanheim,0.5,2.8,1.41
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Sanheim,1.5,11,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Sanheim,2.5,26,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Travis Sanheim,3.5,34,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tyson Foerster,0.5,2.05,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tyson Foerster,0.5,2.05,1.74
Player Points,Bet365,PHI Flyers v NY Islanders,Tyson Foerster,1.5,6.25,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tyson Foerster,2.5,17,NA
Player Points,Bet365,PHI Flyers v NY Islanders,Tyson Foerster,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Adam Fantilli,0.5,2.32,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Adam Fantilli,0.5,2.32,1.58
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Adam Fantilli,1.5,7.5,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Adam Fantilli,2.5,18,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Adam Fantilli,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Alexander Ovechkin,0.5,1.47,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Alexander Ovechkin,0.5,1.47,2.55
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Alexander Ovechkin,1.5,3.2,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Alexander Ovechkin,2.5,9,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Alexander Ovechkin,3.5,17.5,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Boone Jenner,0.5,1.8,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Boone Jenner,0.5,1.8,1.95
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Boone Jenner,1.5,5,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Boone Jenner,2.5,15,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Boone Jenner,3.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Cole Sillinger,0.5,2.9,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Cole Sillinger,0.5,2.9,1.38
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Cole Sillinger,1.5,12,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Cole Sillinger,2.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Cole Sillinger,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Connor McMichael,0.5,2.28,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Connor McMichael,0.5,2.28,1.62
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Connor McMichael,1.5,7.25,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Connor McMichael,2.5,18,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Connor McMichael,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dmitri Voronkov,0.5,2.85,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dmitri Voronkov,0.5,2.85,1.4
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dmitri Voronkov,1.5,11,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dmitri Voronkov,2.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dmitri Voronkov,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dylan Strome,0.5,1.57,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dylan Strome,0.5,1.57,2.35
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dylan Strome,1.5,3.9,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dylan Strome,2.5,11,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Dylan Strome,3.5,19,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Ivan Provorov,0.5,3.05,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Ivan Provorov,0.5,3.05,1.34
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Ivan Provorov,1.5,13,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Ivan Provorov,2.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,John Carlson,0.5,1.76,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,John Carlson,0.5,1.76,2
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,John Carlson,1.5,4.75,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,John Carlson,2.5,13,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,John Carlson,3.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kent Johnson,0.5,1.95,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kent Johnson,0.5,1.95,1.8
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kent Johnson,1.5,5.75,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kent Johnson,2.5,17,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kent Johnson,3.5,34,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kirill Marchenko,0.5,1.74,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kirill Marchenko,0.5,1.74,2.05
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kirill Marchenko,1.5,4.75,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kirill Marchenko,2.5,13,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Kirill Marchenko,3.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Pierre-Luc Dubois,0.5,1.71,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Pierre-Luc Dubois,0.5,1.71,2.1
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Pierre-Luc Dubois,1.5,4.5,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Pierre-Luc Dubois,2.5,13,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Pierre-Luc Dubois,3.5,26,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Sean Monahan,0.5,1.62,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Sean Monahan,0.5,1.62,2.28
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Sean Monahan,1.5,4,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Sean Monahan,2.5,12,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Sean Monahan,3.5,21,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Tom Wilson,0.5,1.6,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Tom Wilson,0.5,1.6,2.3
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Tom Wilson,1.5,4,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Tom Wilson,2.5,11,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Tom Wilson,3.5,20,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Zach Werenski,0.5,1.62,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Zach Werenski,0.5,1.62,2.28
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Zach Werenski,1.5,4,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Zach Werenski,2.5,12,NA
Player Points,Bet365,CLB Blue Jackets v WAS Capitals,Zach Werenski,3.5,21,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Adam Fox,0.5,1.83,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Adam Fox,0.5,1.83,1.9
Player Points,Bet365,CAR Hurricanes v NY Rangers,Adam Fox,1.5,5.25,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Adam Fox,2.5,16,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Adam Fox,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Alexis Lafreniere,0.5,2.45,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Alexis Lafreniere,0.5,2.45,1.52
Player Points,Bet365,CAR Hurricanes v NY Rangers,Alexis Lafreniere,1.5,9,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Alexis Lafreniere,2.5,20,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Alexis Lafreniere,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Andrei Svechnikov,0.5,2.05,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Andrei Svechnikov,0.5,2.05,1.74
Player Points,Bet365,CAR Hurricanes v NY Rangers,Andrei Svechnikov,1.5,6.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Andrei Svechnikov,2.5,17.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Andrei Svechnikov,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Artemi Panarin,0.5,1.52,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Artemi Panarin,0.5,1.52,2.45
Player Points,Bet365,CAR Hurricanes v NY Rangers,Artemi Panarin,1.5,3.65,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Artemi Panarin,2.5,10,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Artemi Panarin,3.5,18,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Chris Kreider,0.5,2.9,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Chris Kreider,0.5,2.9,1.38
Player Points,Bet365,CAR Hurricanes v NY Rangers,Chris Kreider,1.5,12,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Chris Kreider,2.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,J.T. Miller,0.5,1.71,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,J.T. Miller,0.5,1.71,2.1
Player Points,Bet365,CAR Hurricanes v NY Rangers,J.T. Miller,1.5,4.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,J.T. Miller,2.5,13,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,J.T. Miller,3.5,23,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jack Roslovic,0.5,2.4,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jack Roslovic,0.5,2.4,1.55
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jack Roslovic,1.5,8.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jack Roslovic,2.5,19,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jack Roslovic,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jackson Blake,0.5,1.8,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jackson Blake,0.5,1.8,1.95
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jackson Blake,1.5,5.25,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jackson Blake,2.5,15,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Jackson Blake,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Logan Stankoven,0.5,2.3,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Logan Stankoven,0.5,2.3,1.6
Player Points,Bet365,CAR Hurricanes v NY Rangers,Logan Stankoven,1.5,7.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Logan Stankoven,2.5,18,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Logan Stankoven,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Mika Zibanejad,0.5,1.8,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Mika Zibanejad,0.5,1.8,1.95
Player Points,Bet365,CAR Hurricanes v NY Rangers,Mika Zibanejad,1.5,5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Mika Zibanejad,2.5,15,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Mika Zibanejad,3.5,26,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Sebastian Antero Aho,0.5,1.42,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Sebastian Antero Aho,0.5,1.42,2.75
Player Points,Bet365,CAR Hurricanes v NY Rangers,Sebastian Antero Aho,1.5,3,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Sebastian Antero Aho,2.5,7.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Sebastian Antero Aho,3.5,17,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Seth Jarvis,0.5,1.45,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Seth Jarvis,0.5,1.45,2.6
Player Points,Bet365,CAR Hurricanes v NY Rangers,Seth Jarvis,1.5,3.15,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Seth Jarvis,2.5,9,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Seth Jarvis,3.5,17.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Taylor Hall,0.5,1.86,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Taylor Hall,0.5,1.86,1.86
Player Points,Bet365,CAR Hurricanes v NY Rangers,Taylor Hall,1.5,5.5,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Taylor Hall,2.5,16,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Taylor Hall,3.5,34,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Vincent Trocheck,0.5,1.83,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Vincent Trocheck,0.5,1.83,1.9
Player Points,Bet365,CAR Hurricanes v NY Rangers,Vincent Trocheck,1.5,5.25,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Vincent Trocheck,2.5,15,NA
Player Points,Bet365,CAR Hurricanes v NY Rangers,Vincent Trocheck,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Alex Laferriere,0.5,2.55,NA
Player Points,Bet365,LA Kings v COL Avalanche,Alex Laferriere,0.5,2.55,1.47
Player Points,Bet365,LA Kings v COL Avalanche,Alex Laferriere,1.5,9.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Alex Laferriere,2.5,21,NA
Player Points,Bet365,LA Kings v COL Avalanche,Alex Laferriere,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Andrei Kuzmenko,0.5,1.86,NA
Player Points,Bet365,LA Kings v COL Avalanche,Andrei Kuzmenko,0.5,1.86,1.86
Player Points,Bet365,LA Kings v COL Avalanche,Andrei Kuzmenko,1.5,5.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Andrei Kuzmenko,2.5,16,NA
Player Points,Bet365,LA Kings v COL Avalanche,Andrei Kuzmenko,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Anze Kopitar,0.5,1.83,NA
Player Points,Bet365,LA Kings v COL Avalanche,Anze Kopitar,0.5,1.83,1.9
Player Points,Bet365,LA Kings v COL Avalanche,Anze Kopitar,1.5,5.25,NA
Player Points,Bet365,LA Kings v COL Avalanche,Anze Kopitar,2.5,15,NA
Player Points,Bet365,LA Kings v COL Avalanche,Anze Kopitar,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Artturi Lehkonen,0.5,1.9,NA
Player Points,Bet365,LA Kings v COL Avalanche,Artturi Lehkonen,0.5,1.9,1.83
Player Points,Bet365,LA Kings v COL Avalanche,Artturi Lehkonen,1.5,5.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Artturi Lehkonen,2.5,16,NA
Player Points,Bet365,LA Kings v COL Avalanche,Artturi Lehkonen,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Brock Nelson,0.5,1.74,NA
Player Points,Bet365,LA Kings v COL Avalanche,Brock Nelson,0.5,1.74,2.05
Player Points,Bet365,LA Kings v COL Avalanche,Brock Nelson,1.5,4.75,NA
Player Points,Bet365,LA Kings v COL Avalanche,Brock Nelson,2.5,13,NA
Player Points,Bet365,LA Kings v COL Avalanche,Brock Nelson,3.5,26,NA
Player Points,Bet365,LA Kings v COL Avalanche,Charlie Coyle,0.5,2.32,NA
Player Points,Bet365,LA Kings v COL Avalanche,Charlie Coyle,0.5,2.32,1.58
Player Points,Bet365,LA Kings v COL Avalanche,Charlie Coyle,1.5,8,NA
Player Points,Bet365,LA Kings v COL Avalanche,Charlie Coyle,2.5,19,NA
Player Points,Bet365,LA Kings v COL Avalanche,Charlie Coyle,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Devon Toews,0.5,2.1,NA
Player Points,Bet365,LA Kings v COL Avalanche,Devon Toews,0.5,2.1,1.71
Player Points,Bet365,LA Kings v COL Avalanche,Devon Toews,1.5,6.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Devon Toews,2.5,17.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Devon Toews,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Kevin Fiala,0.5,1.66,NA
Player Points,Bet365,LA Kings v COL Avalanche,Kevin Fiala,0.5,1.66,2.2
Player Points,Bet365,LA Kings v COL Avalanche,Kevin Fiala,1.5,4.3,NA
Player Points,Bet365,LA Kings v COL Avalanche,Kevin Fiala,2.5,12,NA
Player Points,Bet365,LA Kings v COL Avalanche,Kevin Fiala,3.5,23,NA
Player Points,Bet365,LA Kings v COL Avalanche,Martin Necas,0.5,1.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Martin Necas,0.5,1.5,2.5
Player Points,Bet365,LA Kings v COL Avalanche,Martin Necas,1.5,3.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Martin Necas,2.5,9.5,NA
Player Points,Bet365,LA Kings v COL Avalanche,Martin Necas,3.5,18,NA
Player Points,Bet365,LA Kings v COL Avalanche,Phillip Danault,0.5,2.45,NA
Player Points,Bet365,LA Kings v COL Avalanche,Phillip Danault,0.5,2.45,1.52
Player Points,Bet365,LA Kings v COL Avalanche,Phillip Danault,1.5,9,NA
Player Points,Bet365,LA Kings v COL Avalanche,Phillip Danault,2.5,20,NA
Player Points,Bet365,LA Kings v COL Avalanche,Phillip Danault,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Trevor Moore,0.5,2.28,NA
Player Points,Bet365,LA Kings v COL Avalanche,Trevor Moore,0.5,2.28,1.62
Player Points,Bet365,LA Kings v COL Avalanche,Trevor Moore,1.5,7.25,NA
Player Points,Bet365,LA Kings v COL Avalanche,Trevor Moore,2.5,18,NA
Player Points,Bet365,LA Kings v COL Avalanche,Trevor Moore,3.5,34,NA
Player Points,Bet365,LA Kings v COL Avalanche,Valeri Nichushkin,0.5,1.55,NA
Player Points,Bet365,LA Kings v COL Avalanche,Valeri Nichushkin,0.5,1.55,2.4
Player Points,Bet365,LA Kings v COL Avalanche,Valeri Nichushkin,1.5,3.8,NA
Player Points,Bet365,LA Kings v COL Avalanche,Valeri Nichushkin,2.5,10,NA
Player Points,Bet365,LA Kings v COL Avalanche,Valeri Nichushkin,3.5,19,NA
Player Points,Bet365,LA Kings v COL Avalanche,Warren Foegele,0.5,2.35,NA
Player Points,Bet365,LA Kings v COL Avalanche,Warren Foegele,0.5,2.35,1.57
Player Points,Bet365,LA Kings v COL Avalanche,Warren Foegele,1.5,8,NA
Player Points,Bet365,LA Kings v COL Avalanche,Warren Foegele,2.5,19,NA
Player Points,Bet365,LA Kings v COL Avalanche,Warren Foegele,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Aleksander Barkov,0.5,1.38,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Aleksander Barkov,1.5,2.9,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Aleksander Barkov,1.5,2.9,1.38
Player Points,Bet365,FLA Panthers v BUF Sabres,Aleksander Barkov,2.5,7.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Aleksander Barkov,3.5,16,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Alex Tuch,0.5,1.8,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Alex Tuch,0.5,1.8,1.95
Player Points,Bet365,FLA Panthers v BUF Sabres,Alex Tuch,1.5,5,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Alex Tuch,2.5,15,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Alex Tuch,3.5,26,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Anton Lundell,0.5,2.05,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Anton Lundell,0.5,2.05,1.74
Player Points,Bet365,FLA Panthers v BUF Sabres,Anton Lundell,1.5,6.25,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Anton Lundell,2.5,17,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Anton Lundell,3.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Bowen Byram,0.5,3,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Bowen Byram,0.5,3,1.36
Player Points,Bet365,FLA Panthers v BUF Sabres,Bowen Byram,1.5,12,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Bowen Byram,2.5,34,NA
Player Points,Bet365,FLA Panthers v BUF Sabres,Brad Marchand,0.5,1.71,NA
