match,player_name,line,over_price,under_price,market_name,agency
SEA Kraken v CAL Flames,Rasmus Andersson,1.5,15,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Rasmus Andersson,2.5,34,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Shane Wright,0.5,3.2,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Shane Wright,0.5,3.2,1.31,Player Assists,Bet365
SEA Kraken v CAL Flames,Shane Wright,1.5,13,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Shane Wright,2.5,34,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Vince Dunn,0.5,2.35,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Vince Dunn,0.5,2.35,1.57,Player Assists,Bet365
SEA Kraken v CAL Flames,Vince Dunn,1.5,8,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Vince Dunn,2.5,19,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Yegor Sharangovich,0.5,3.7,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Yegor Sharangovich,0.5,3.7,1.26,Player Assists,Bet365
SEA Kraken v CAL Flames,Yegor Sharangovich,1.5,16,NA,Player Assists,Bet365
SEA Kraken v CAL Flames,Yegor Sharangovich,2.5,34,NA,Player Assists,Bet365
