match,home_team,away_team,market_name,player_name,line,over_price,under_price,agency
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Matt Boldy,0.5,2.7,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Joel Eriksson Ek,0.5,3.5,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Marco Rossi,0.5,3.7,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Marcus Johansson,0.5,4.8,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Mats Zuccarello,0.5,4,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Frederick Gaudreau,0.5,5.6,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Marcus Foligno,0.5,5.4,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Jared Spurgeon,0.5,6.75,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Liam Ohgren,0.5,6,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Yakov Trenin,0.5,7.5,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Brock Faber,0.5,9,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Devin Shore,0.5,9.5,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Jakub Lauko,0.5,9.25,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Marat Khusnutdinov,0.5,9.25,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Jake Middleton,0.5,10.5,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Jonas Brodin,0.5,11,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Zach Bogosian,0.5,16,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,Jon Merrill,0.5,17,NA,Sportsbet
Boston Bruins v Minnesota Wild,Boston Bruins,Minnesota Wild,Player Goals,David Pastrnak,0.5,2.2,NA,Sportsbet
